gene,A7-A0D9-11A,A7-A0DB-11A,A7-A13G-11A,A7-A0D9-01A,A7-A0DB-01A,A7-A13G-01A
ALKBH2|121642,532,570,282,1193,1435,813
ALKBH3|221120,2013,1303,1172,730,2150,2236
ALKBH4|54784,657,704,364,1789,1999,614
ALKBH5|54890,9986,8736,5530,21845,10773,11205
ALKBH6|84964,328,252,192,606,643,351
ALKBH7|84266,1475,1506,964,2005,5766,1846
ALKBH8|91801,908,815,805,1567,1149,1708
ALK|238,30,129,235,2,33,6
ALLC|55821,10,0,2,2,0,0
ALMS1P|200420,25,11,13,71,17,145
ALMS1|7840,3582,2304,2781,7209,3212,5438
ALOX12B|242,5,6,0,12,0,2
ALOX12P2|245,13,11,5,413,28,209
ALOX12|239,78,114,92,61,104,91
ALOX15B|247,108,64,6,176,10700,607
ALOX15|246,77,72,36,380,107,325
ALOX5AP|241,2432,2340,928,534,2686,1111
ALOX5|240,1160,2120,357,1842,2322,2188
ALOXE3|59344,6,10,0,388,41,254
ALPI|248,0,0,0,4,1,0
ALPK1|80216,2335,2232,1783,2752,2872,3910
ALPK2|115701,293,647,389,167,137,242
ALPK3|57538,5633,8341,15815,1143,1155,780
ALPL|249,1492,2082,1872,889,2756,2727
ALPPL2|251,0,0,0,0,0,0
ALPP|250,38,34,33,97,41,57
ALS2CL|259173,1209,903,942,2185,565,929
ALS2CR11|151254,172,135,134,30,55,414
ALS2CR12|130540,48,53,64,5,36,99
ALS2CR4|65062,2342,3026,2381,2089,3547,2427
ALS2CR8|79800,784,896,1357,1398,919,1472
ALS2|57679,2631,2666,2715,3859,2934,3676
ALX1|8092,21,85,30,4,6,2
ALX3|257,141,160,50,316,194,149
ALX4|60529,18,2,12,11,23,6
AMAC1L2|83650,5,2,2,4,14,2
AMAC1L3|643664,1,0,0,1,6,2
AMAC1|146861,2,1,0,4,6,10
AMACR|23600,1186,2010,871,2456,2952,1874
AMBN|258,0,2,2,0,0,0
AMBP|259,7,0,2,52,50,100
AMBRA1|55626,3256,3060,2098,5679,4833,5752
AMD1|262,3825,6033,3988,6169,5386,3398
AMDHD1|144193,68,56,25,6,79,48
AMDHD2|51005,966,1169,494,1954,2204,1220
AMELX|265,0,0,0,0,0,0
AMELY|266,0,0,0,0,0,0
AMFR|267,13103,11003,8068,22075,13793,12345
AMHR2|269,6,2,6,3,7,2
AMH|268,3,7,7,26,59,209
AMICA1|120425,2148,873,193,324,1225,59
AMIGO1|57463,613,499,559,1299,563,619
AMIGO2|347902,3362,1135,1281,1112,4134,1477
AMIGO3|386724,172,278,103,398,1068,910
AMMECR1L|83607,3745,3213,3314,5677,3525,3657
AMMECR1|9949,692,1211,634,2390,2737,1462
AMN1|196394,616,455,643,3121,784,1726
AMN|81693,10,3,22,16,7,4
AMOTL1|154810,11070,10043,12826,3663,4248,2051
AMOTL2|51421,25504,13760,19990,6559,11044,5839
AMOT|154796,5905,3613,1932,2989,4821,5850
AMPD1|270,6,0,25,8,33,3
AMPD2|271,2694,1969,1019,2558,3140,2499
AMPD3|272,2005,1004,472,3454,878,1092
AMPH|273,916,751,249,849,556,218
AMTN|401138,8,1,2,19,3,3
AMT|275,506,278,431,341,215,159
AMY1A|276,156,130,108,31,170,134
AMY2A|279,59,60,86,6,28,53
AMY2B|280,1124,911,1216,377,811,1196
AMZ1|155185,20,25,27,2330,150,41
AMZ2P1|201283,1131,1143,1172,902,761,1125
AMZ2|51321,7729,5740,6739,8991,7644,8758
ANAPC10|10393,868,619,625,1209,674,750
ANAPC11|51529,3083,3164,1644,1721,6397,3723
ANAPC13|25847,4419,4140,4737,3419,9437,7916
ANAPC16|119504,12158,10741,10464,12029,11585,14547
ANAPC1|64682,4144,3106,3600,5422,3833,4079
ANAPC2|29882,2274,2178,1002,2711,4485,3519
ANAPC4|29945,2399,2137,2021,2896,2580,2446
ANAPC5|51433,9969,8425,6765,13484,11366,12858
ANAPC7|51434,3209,3336,2309,7390,6435,5717
ANGEL1|23357,2316,2061,1586,4348,3541,2201
ANGEL2|90806,2501,2361,2394,3989,5400,8369
ANGPT1|284,9738,2817,4703,406,483,168
ANGPT2|285,1487,1919,3813,2285,1058,892
ANGPT4|51378,251,165,68,18,22,7
ANGPTL1|9068,5662,2463,2873,189,318,86
ANGPTL2|23452,56126,33674,31608,7552,7106,2030
ANGPTL3|27329,0,2,0,0,4,1
ANGPTL4|51129,12218,11239,4220,1498,1700,432
ANGPTL5|253935,720,780,225,2,20,2
ANGPTL6|83854,109,137,60,179,188,103
ANGPTL7|10218,48,30,18,0,74,10
ANG|283,3137,2797,2777,134,1999,1710
ANK1|286,300,700,127,6099,56,700
ANK2|287,9239,12054,10609,986,1485,374
ANK3|288,864,504,649,11137,8549,15525
ANKAR|150709,332,240,407,148,143,348
ANKDD1A|348094,2278,980,795,1833,507,429
ANKFN1|162282,12,6,10,4,52,28
ANKFY1|51479,11936,10673,6992,6206,10429,12513
ANKHD1-EIF4EBP3|404734,5063,4643,4867,9018,10706,9005
ANKHD1|54882,8017,6526,7272,14844,16338,13914
ANKH|56172,7513,10516,5410,9976,6714,10231
ANKIB1|54467,6856,6114,6591,13945,8233,4557
ANKK1|255239,13,12,38,31,144,126
ANKLE1|126549,179,142,173,349,209,310
ANKLE2|23141,7171,6037,5408,11691,7108,7480
ANKMY1|51281,734,595,534,1123,2338,1876
ANKMY2|57037,2794,2189,2234,2708,4068,6778
ANKRA2|57763,1156,896,867,1944,2825,2594
ANKRD10|55608,4572,5260,5964,5795,8320,10661
ANKRD11|29123,10269,9035,5740,11925,5434,5870
ANKRD12|23253,6926,5487,9339,8065,7382,16431
ANKRD13A|88455,4134,4331,2828,8609,4218,5282
ANKRD13B|124930,537,1389,455,768,461,377
ANKRD13C|81573,2963,2775,2952,3704,2580,3799
ANKRD13D|338692,1494,1441,568,2808,2027,2031
ANKRD16|54522,695,712,575,1093,1157,2234
ANKRD17|26057,10862,10264,9984,19330,14244,18886
ANKRD19|138649,149,132,75,402,261,233
ANKRD1|27063,52,0,14,22,16,28
ANKRD20A3|441425,183,104,200,138,145,2244
ANKRD20A4|728747,54,20,47,28,26,2202
ANKRD20B|729171,205,129,263,115,116,11990
ANKRD22|118932,55,64,22,323,143,394
ANKRD23|200539,71,69,47,3902,92,194
ANKRD24|170961,120,133,98,116,261,378
ANKRD26P1|124149,0,2,12,0,6,0
ANKRD26|22852,921,798,1260,1876,1462,2355
ANKRD27|84079,3941,3568,2844,6785,4445,4316
ANKRD28|23243,5592,4643,4964,7394,11561,9204
ANKRD29|147463,1650,1479,1512,235,491,128
ANKRD2|26287,23,72,0,28,30,5
ANKRD30A|91074,155,43,223,5,6883,23575
ANKRD30B|374860,50,7,40,77,3064,750
ANKRD31|256006,13,8,32,16,13,16
ANKRD32|84250,503,420,428,713,1131,784
ANKRD33|341405,2,4,2,6,3,1
ANKRD34A|284615,79,73,50,51,242,189
ANKRD34B|340120,2,0,0,23,3,15
ANKRD34C|390616,4,40,47,16,2,44
ANKRD35|148741,1136,871,301,127,302,44
ANKRD36BP1|84832,347,515,520,380,687,960
ANKRD36B|57730,771,424,824,1147,421,1164
ANKRD36|375248,854,678,1003,1248,536,1479
ANKRD37|353322,351,316,242,284,439,448
ANKRD39|51239,590,440,248,4508,612,582
ANKRD40|91369,24231,12827,12766,3994,5575,7599
ANKRD42|338699,868,831,820,2817,2191,3247
ANKRD43|134548,114,84,196,56,2453,1331
ANKRD44|91526,933,750,582,470,428,548
ANKRD45|339416,93,119,101,219,117,154
ANKRD46|157567,3993,2649,3994,6757,2148,2281
ANKRD49|54851,1142,821,750,2014,1166,2234
ANKRD50|57182,3259,3508,3767,21714,11373,5848
ANKRD52|283373,4907,4798,2770,8886,5907,8991
ANKRD53|79998,749,748,1109,48,97,44
ANKRD54|129138,1193,1070,544,2094,1122,1977
ANKRD55|79722,24,18,20,15,33,52
ANKRD56|345079,49,13,17,1076,909,1010
ANKRD57|65124,1625,1646,1338,3659,4967,4746
ANKRD58|347454,13,56,9,62,121,27
ANKRD5|63926,1126,568,1629,4553,2129,4874
ANKRD6|22881,1090,1052,1080,1527,1157,1080
ANKRD7|56311,13,0,6,43,3,7
ANKRD9|122416,443,357,200,329,734,584
ANKS1A|23294,4797,4253,2989,5590,4435,4214
ANKS1B|56899,275,143,208,509,653,1716
ANKS3|124401,570,675,379,1366,1528,1645
ANKS4B|257629,101,89,102,155,142,142
ANKS6|203286,2038,1718,1440,627,546,255
ANKZF1|55139,1745,1744,1447,3322,2811,3113
ANLN|54443,261,2034,57,1922,2826,1856
ANO10|55129,6047,4637,4981,6340,8245,4915
ANO1|55107,2241,1666,1146,11788,7360,3296
ANO2|57101,518,501,528,207,76,51
ANO3|63982,1468,353,2484,15,19,13
ANO4|121601,53,33,92,15,35,0
ANO5|203859,1229,377,414,2513,279,20
ANO6|196527,47987,39829,66298,14178,12961,11452
ANO7|50636,22,28,43,718,48,52
ANO8|57719,991,1027,876,1971,1281,1937
ANO9|338440,62,21,46,3256,735,1388
ANP32A|8125,11758,11432,6683,49802,21193,15626
ANP32B|10541,15416,16699,10136,9810,21115,10504
ANP32C|23520,3,2,1,23,8,4
ANP32D|23519,0,0,0,3,1,2
ANP32E|81611,2502,4215,3078,5683,8151,5856
ANPEP|290,5315,9123,2126,1090,46331,42192
ANTXR1|84168,16272,19416,13760,29096,25646,10903
ANTXR2|118429,28313,23972,22418,3088,4689,1229
ANTXRL|195977,12,0,2,4,2,2
ANUBL1|93550,593,532,776,877,1788,4192
ANXA10|11199,17,22,0,31,0,0
ANXA11|311,32451,21421,10256,8218,19730,20396
ANXA13|312,0,8,4,9,62,18
ANXA1|301,126455,93977,67664,9994,14870,3323
ANXA2P1|303,111,170,68,117,158,66
ANXA2P2|304,7914,7320,3490,7137,5772,3520
ANXA2P3|305,5,4,1,3,10,1
ANXA2|302,200665,154606,69229,158861,123795,73134
ANXA3|306,1963,2219,4377,2560,3494,2759
ANXA4|307,6649,11594,4095,6306,10883,7454
ANXA5|308,131158,76249,60165,16028,56740,30544
ANXA6|309,96043,47109,44960,60563,34027,23735
ANXA7|310,19954,17305,10540,15292,17504,22088
ANXA8L1|728113,10,1,2,32,15,14
ANXA8L2|244,80,112,11,329,433,157
ANXA8|653145,256,208,29,817,847,371
ANXA9|8416,214,220,255,2958,8392,8525
AOAH|313,744,658,218,258,717,205
AOC2|314,1894,876,1080,154,128,49
AOC3|8639,208727,100798,140462,5012,10044,1830
AOX1|316,14192,11808,6630,432,954,313
AOX2P|344454,0,0,0,0,6,19
AP1AR|55435,1072,1401,1204,4403,6321,5144
AP1B1|162,8845,14227,4431,12099,13159,17556
AP1G1|164,9621,8543,8124,24750,11768,14411
AP1G2|8906,1085,1452,808,7567,8137,8159
AP1M1|8907,8340,7045,3790,4013,6784,3146
AP1M2|10053,135,30,7,16513,20198,11685
AP1S1|1174,1680,2095,826,10906,8703,1804
AP1S2|8905,2432,6226,2435,1356,2927,827
AP1S3|130340,430,357,462,2198,1143,2754
AP2A1|160,9533,9640,6136,10801,13798,6114
AP2A2|161,9474,11947,5821,10222,8942,7543
AP2B1|163,24192,23257,20250,24047,48231,62365
AP2M1|1173,29346,27951,12808,30154,37827,20304
AP2S1|1175,4458,6773,2587,4121,14972,5180
AP3B1|8546,6988,7145,5203,11173,12649,9403
AP3B2|8120,35,47,18,1326,648,115
AP3D1|8943,10220,11001,6135,28587,25271,16874
AP3M1|26985,8499,6749,6750,12026,9086,11212
AP3M2|10947,1802,1778,1960,2721,2667,1739
AP3S1|1176,5868,7077,4609,2455,10197,1895
AP3S2|10239,13500,8437,9716,16160,10107,12285
AP4B1|10717,1478,1568,1160,1968,1714,1737
AP4E1|23431,1847,1746,1603,2896,1519,1930
AP4M1|9179,871,1044,717,2632,3369,1048
AP4S1|11154,406,421,423,371,702,476
APAF1|317,1862,2608,1749,3106,2539,3080
APBA1|320,1073,1408,1032,730,1297,260
APBA2|321,113,175,57,1196,339,234
APBA3|9546,565,686,289,1136,1633,869
APBB1IP|54518,11012,8664,3744,710,2110,737
APBB1|322,2406,2417,1351,898,2716,2032
APBB2|323,20455,10791,15064,35517,20991,19539
APBB3|10307,734,712,873,1395,1541,1623
APC2|10297,147,97,76,483,212,147
APCDD1L|164284,174,231,17,23,128,91
APCDD1|147495,15411,20546,8353,1589,2168,498
APCS|325,0,0,0,0,0,0
APC|324,7011,4802,4824,5951,4794,6277
APEH|327,4398,5437,2906,12620,20342,10793
APEX1|328,9208,8604,6606,14514,21489,12395
APEX2|27301,1183,1425,786,2946,3205,2210
APH1A|51107,10578,12867,8690,16116,52375,32693
APH1B|83464,2332,2987,2295,7789,4798,3647
API5|8539,9376,9411,8117,18739,14461,13339
APIP|51074,4008,3396,3321,2170,2289,2649
APITD1|378708,393,524,355,1091,932,1612
APLF|200558,504,495,359,418,150,164
APLNR|187,5498,5530,2306,2994,4181,1779
APLN|8862,92,356,281,236,251,221
APLP1|333,141,135,73,3674,413,267
APLP2|334,66313,77329,35892,169997,71794,104105
APOA1BP|128240,4642,3505,2209,6999,20100,11616
APOA1|335,8,10,3,9,8,58
APOA2|336,1,0,2,3,0,1
APOA4|337,0,0,0,0,0,0
APOA5|116519,0,4,0,7,3,60
APOB48R|55911,752,876,51,2037,2195,483
APOBEC1|339,0,0,0,0,0,0
APOBEC2|10930,7,16,8,12,13,28
APOBEC3A|200315,235,187,135,298,206,201
APOBEC3B|9582,125,437,22,428,558,530
APOBEC3C|27350,1403,1774,867,990,779,2316
APOBEC3D|140564,539,515,364,1131,458,1171
APOBEC3F|200316,849,1214,655,1287,876,2413
APOBEC3G|60489,686,1022,408,676,702,527
APOBEC3H|164668,15,6,3,9,29,2
APOBEC4|403314,2,4,0,0,18,0
APOB|338,3826,1828,4556,49,112,4
APOC1P1|342,11,14,11,3,119,5
APOC1|341,1535,4257,2292,1937,22790,1875
APOC2|344,112,13,0,405,764,343
APOC3|345,0,0,0,4,0,0
APOC4|346,3,2,0,4,32,6
APOD|347,61748,57939,41006,9769,29405,1985
APOE|348,12921,72570,13767,6820,60868,4712
APOF|319,18,6,9,27,138,68
APOH|350,0,0,0,0,0,0
APOL1|8542,6059,11284,4259,6583,4808,5879
APOL2|23780,3927,4898,2285,3590,3131,3315
APOL3|80833,8371,9790,4502,894,2650,1855
APOL4|80832,1598,4912,5586,1232,1390,920
APOL5|80831,14,24,11,0,12,2
APOL6|80830,42054,34403,53747,2442,6745,9659
APOLD1|81575,56215,10223,6701,4048,2726,1970
APOM|55937,196,164,207,123,292,116
APOOL|139322,1513,979,1483,1729,917,1308
APOO|79135,713,556,527,1561,2032,1500
APPBP2|10513,6594,5578,7903,6597,6748,7045
APPL1|26060,6135,8074,7262,10311,14056,11291
APPL2|55198,4699,6431,4264,5189,5559,10231
APP|351,49623,70401,39812,91612,152465,88932
APRT|353,3694,4094,2017,7956,5238,2773
APTX|54840,1768,1403,1496,2859,4058,3082
AQP10|89872,2,0,5,2,8,0
AQP11|282679,247,76,117,156,120,158
AQP12A|375318,0,1,0,0,0,0
AQP12B|653437,0,1,0,2,3,2
AQP1|358,80433,52675,34696,10089,18009,5604
AQP2|359,5,2,2,19,22,303
AQP3|360,1176,886,74,1267,1428,9127
AQP4|361,34,14,0,36,102,26
AQP5|362,71,14,9,18,1160,11664
AQP6|363,117,116,138,264,163,280
AQP7P1|375719,32350,15181,18950,585,1333,110
AQP7P3|441432,1043,1232,766,10,116,6
AQP7|364,43621,16978,32420,653,1680,88
AQP8|343,8,0,4,4,2,4
AQP9|366,1115,374,26,110,2701,12
AQPEP|206338,6317,3551,10050,70,203,36
AQR|9716,5363,4140,3972,5917,6554,8832
ARAF|369,6551,5466,4202,6133,8068,8298
ARAP1|116985,11138,14095,4439,8772,11951,8208
ARAP2|116984,670,941,619,1006,834,913
ARAP3|64411,2923,3501,3058,1214,1241,674
ARCN1|372,24023,17490,14294,29269,26403,36672
ARC|23237,157,225,56,1160,60,52
AREG|374,765,53,76,182,235,657
ARF1|375,31557,28810,16311,58962,82266,72290
ARF3|377,15306,16705,8757,32241,35416,28138
ARF4|378,15364,18887,9906,21826,63082,35231
ARF5|381,6641,7345,3753,20116,17055,4020
ARF6|382,8096,10221,6444,28181,28676,16572
ARFGAP1|55738,3036,3568,995,15216,10482,5027
ARFGAP2|84364,8861,8085,4980,12821,10793,10154
ARFGAP3|26286,3655,4356,2811,5357,3972,5781
ARFGEF1|10565,6592,5290,6161,35570,10808,15517
ARFGEF2|10564,7453,5994,7686,47859,13972,23157
ARFIP1|27236,3366,3593,3333,6523,6778,6412
ARFIP2|23647,3106,2097,1353,6311,11648,15178
ARFRP1|10139,2887,2704,831,11515,4425,2078
ARG1|383,10,4,5,18,3,6
ARG2|384,3164,1850,2637,1163,1624,1208
ARGFXP2|503640,11,9,12,18,22,22
ARGFX|503582,214,222,211,499,313,341
ARGLU1|55082,9913,7778,10043,12522,5185,7561
ARHGAP10|79658,7587,4150,3057,931,1206,1039
ARHGAP11A|9824,632,796,266,769,1160,987
ARHGAP11B|89839,37,80,32,46,47,58
ARHGAP12|94134,3845,4398,3861,5812,4902,6322
ARHGAP15|55843,645,550,367,205,605,248
ARHGAP17|55114,7003,8395,4868,5123,5134,5169
ARHGAP18|93663,3932,4606,3867,2511,3966,6279
ARHGAP19|84986,1687,1560,1392,1423,2438,3328
ARHGAP1|392,15026,15346,13026,16497,21661,19912
ARHGAP20|57569,3184,3447,2056,230,321,100
ARHGAP21|57584,30301,19655,14438,10197,5689,7916
ARHGAP22|58504,228,339,37,175,432,132
ARHGAP23|57636,3540,4607,2143,3268,1922,1941
ARHGAP24|83478,3584,2920,3775,756,941,432
ARHGAP25|9938,2170,2867,1161,639,1233,505
ARHGAP26|23092,4384,4277,3513,1733,2469,2114
ARHGAP27|201176,1695,1591,923,3638,1792,1028
ARHGAP28|79822,2011,3264,1421,608,1008,542
ARHGAP29|9411,12431,12602,15466,6468,16263,12399
ARHGAP30|257106,2956,4396,853,1057,3231,1268
ARHGAP31|57514,12846,9640,10520,2966,3298,1945
ARHGAP32|9743,3150,2555,2834,14693,10150,31224
ARHGAP33|115703,244,220,342,1085,549,505
ARHGAP36|158763,5,0,0,254,11,0
ARHGAP39|80728,193,161,57,9840,1842,1649
ARHGAP42|143872,2224,2042,1425,1006,564,261
ARHGAP4|393,1665,2876,523,1667,1700,691
ARHGAP5|394,8098,8178,9982,9889,11682,5136
ARHGAP6|395,1491,1471,980,283,330,185
ARHGAP8|23779,135,75,86,5215,757,1432
ARHGAP9|64333,692,898,240,194,636,313
ARHGDIA|396,19544,20158,7739,10897,28362,20389
ARHGDIB|397,11921,18208,6220,7296,35049,44469
ARHGDIG|398,181,24,5,17,11,1
ARHGEF10L|55160,3688,4680,1113,10746,4032,5407
ARHGEF10|9639,6709,7105,4045,1849,3293,2287
ARHGEF11|9826,7162,7189,4295,7175,8175,15532
ARHGEF12|23365,19522,18489,17824,28738,23923,69056
ARHGEF15|22899,6742,5490,5218,1171,1561,976
ARHGEF16|27237,321,263,404,6393,2025,2459
ARHGEF17|9828,6263,5830,4491,9140,6904,6051
ARHGEF18|23370,2753,3105,1090,4782,7389,4408
ARHGEF19|128272,224,226,132,1986,1618,2340
ARHGEF1|9138,4381,5649,2376,4963,5793,4798
ARHGEF2|9181,14696,12663,7485,13396,13273,17755
ARHGEF33|100271715,58,38,57,60,37,119
ARHGEF35|445328,842,424,212,3301,4528,1466
ARHGEF37|389337,2796,1838,945,1978,11501,4706
ARHGEF38|54848,15,0,0,13,491,864
ARHGEF3|50650,2877,3086,2119,2701,12557,8565
ARHGEF4|50649,1338,1331,1413,957,445,240
ARHGEF5|7984,3005,1654,1249,13213,8628,3111
ARHGEF6|9459,41983,21930,13296,3937,5886,5258
ARHGEF7|8874,12923,9269,11107,8442,5514,7046
ARHGEF9|23229,2381,1980,2644,3141,2531,2780
ARID1A|8289,8739,7947,6932,25216,20031,17226
ARID1B|57492,8781,7304,5953,9486,9887,10417
ARID2|196528,3108,3049,3215,6215,5103,8253
ARID3A|1820,492,448,454,986,365,340
ARID3B|10620,628,531,514,1665,775,870
ARID3C|138715,4,1,0,18,2,6
ARID4A|5926,4019,3118,4419,3556,3002,3042
ARID4B|51742,5168,4635,5050,8836,9399,16221
ARID5A|10865,2539,1534,772,1496,1637,3300
ARID5B|84159,21292,11713,14151,3132,11964,11576
ARIH1|25820,8617,7778,8007,63146,7920,9836
ARIH2|10425,7519,6176,5542,12574,7677,6474
ARL10|285598,229,317,256,321,189,260
ARL11|115761,352,498,127,737,405,674
ARL13A|392509,8,1,16,23,7,8
ARL13B|200894,969,869,887,1373,1525,1400
ARL14|80117,4,0,0,12,0,0
ARL15|54622,1571,2203,1778,1358,3243,3078
ARL16|339231,1929,1654,1116,1185,2251,2094
ARL17A|51326,1013,1601,1538,3531,2412,3390
ARL17B|641522,88,65,100,124,95,150
ARL1|400,10052,8645,6903,18843,20370,17545
ARL2BP|23568,8896,8129,6795,7352,6069,4060
ARL2|402,7424,6053,3390,3508,3982,2291
ARL3|403,1992,2655,1679,4688,5340,7280
ARL4A|10124,2579,2940,1787,1203,3371,415
ARL4C|10123,1833,4730,1099,2516,2494,1185
ARL4D|379,693,1633,273,178,1892,256
ARL5A|26225,3242,4082,4255,3985,5108,4209
ARL5B|221079,1142,909,1307,1491,1120,1253
ARL5C|390790,41,65,58,146,132,71
ARL6IP1|23204,19213,22470,31540,35652,43936,21309
ARL6IP4|51329,8769,8001,2423,6098,11507,5384
ARL6IP5|10550,27275,27165,27932,9980,57246,27910
ARL6IP6|151188,905,1198,1164,1280,1552,1120
ARL6|84100,337,323,318,368,524,465
ARL8A|127829,5516,4402,2572,5714,8420,8518
ARL8B|55207,9549,9121,8654,12775,16335,13207
ARL9|132946,10,8,1,19,28,11
ARMC10|83787,4437,4376,4157,9982,10717,3557
ARMC1|55156,3172,2415,2996,7306,3469,3754
ARMC2|84071,337,307,242,361,344,381
ARMC3|219681,2,2,0,53,475,155
ARMC4|55130,32,25,37,88,102,33
ARMC5|79798,791,821,372,1425,1937,1611
ARMC6|93436,1600,1550,609,3756,3825,3294
ARMC7|79637,782,1117,367,637,2264,1446
ARMC8|25852,4376,3093,3289,4915,4701,3614
ARMC9|80210,506,551,355,3471,2758,2544
ARMCX1|51309,3878,3945,2654,1817,6945,4521
ARMCX2|9823,2187,2965,1141,2356,13001,4064
ARMCX3|51566,8630,7819,6528,4035,11714,10747
ARMCX5|64860,1112,953,804,1621,1791,2642
ARMCX6|54470,2387,2647,1628,2539,6983,3136
ARMS2|387715,5,4,0,4,0,0
ARNT2|9915,354,354,245,8202,28239,20966
ARNTL2|56938,379,602,697,263,234,139
ARNTL|406,1185,2280,321,2958,1556,1060
ARNT|405,9408,10157,9443,8371,10370,13737
ARPC1A|10552,10711,9841,7838,18989,16903,5937
ARPC1B|10095,7566,16800,1856,11998,16855,4398
ARPC2|10109,22448,26362,12561,16694,28333,16315
ARPC3|10094,13936,17250,9113,25376,22310,17053
ARPC4|10093,12391,13798,5953,12398,25104,11969
ARPC5L|81873,2115,1970,1054,2172,4340,3955
ARPC5|10092,10133,16717,6929,10931,21796,15616
ARPM1|84517,363,211,191,138,313,343
ARPP19|10776,23273,15958,19562,20715,18527,25031
ARPP21|10777,38,0,0,6,1,0
ARR3|407,6,5,4,3,12,13
ARRB1|408,6419,5911,4752,7105,2528,3267
ARRB2|409,4909,8388,1824,1840,5699,1780
ARRDC1|92714,1171,1290,714,5805,5487,3939
ARRDC2|27106,3396,5324,941,3729,3002,2450
ARRDC3|57561,10819,10577,11253,4748,7818,1710
ARRDC4|91947,3403,4650,3275,52750,3979,2272
ARRDC5|645432,6,9,20,7,12,12
ARSA|410,3197,3166,1490,4509,3737,3893
ARSB|411,2108,4177,1359,2563,1988,903
ARSD|414,4889,4278,4392,15937,17367,23442
ARSE|415,10,16,14,156,468,203
ARSF|416,5,9,9,11,10,14
ARSG|22901,654,332,316,1617,1805,2943
ARSH|347527,2,0,0,15,20,197
ARSI|340075,137,207,50,402,423,355
ARSJ|79642,111,290,138,322,239,126
ARSK|153642,701,1070,621,620,1320,384
ART1|417,0,2,0,31,0,3
ART3|419,115,130,118,180,140,132
ART4|420,30,80,120,16,8,1
ART5|116969,20,25,19,49,54,21
ARTN|9048,6,28,1,747,173,169
ARV1|64801,1447,1210,1333,2342,5307,7311
ARVCF|421,497,437,246,2101,934,1056
ARX|170302,0,0,0,4,7,10
AR|367,3813,1977,1849,294,6991,8246
AS3MT|57412,654,371,1274,977,1766,3892
ASAH1|427,53122,34921,48591,13140,65478,147700
ASAH2B|653308,81,43,61,256,109,151
ASAH2|56624,76,20,38,179,97,129
ASAM|79827,22378,8254,11832,928,1392,700
ASAP1IT1|29065,0,0,0,9,1,0
ASAP1|50807,6203,7530,6698,9067,6026,6769
ASAP2|8853,7016,7174,4418,7687,2022,4397
ASAP3|55616,3122,5336,2527,4753,8335,7794
ASB10|136371,0,0,4,0,1,0
ASB11|140456,4,12,5,13,9,7
ASB12|142689,11,3,3,2,17,8
ASB13|79754,1706,1883,1236,3557,9245,18330
ASB14|142686,100,87,91,166,148,153
ASB15|142685,0,0,0,1,0,3
ASB16|92591,108,86,39,765,216,525
ASB17|127247,0,0,0,0,0,0
ASB18|401036,2,0,1,0,0,0
ASB1|51665,3986,2949,2103,2046,2149,2305
ASB2|51676,50,119,34,48,74,19
ASB3|51130,1222,1122,907,1824,1637,1525
ASB4|51666,2,1,14,2,1,0
ASB5|140458,5,2,77,1,0,62
ASB6|140459,2178,2046,999,2900,3806,3525
ASB7|140460,1935,1687,1608,2022,2320,2612
ASB8|140461,4436,3250,3183,4699,4150,4361
ASB9|140462,462,435,312,63,189,53
ASCC1|51008,2710,2407,1794,3416,2913,2894
ASCC2|84164,7841,6964,3790,6980,4784,6059
ASCC3|10973,3630,3635,2686,7208,7950,6403
ASCL1|429,0,4,0,78,8,0
ASCL2|430,42,69,7,3972,330,234
ASCL3|56676,0,0,0,0,0,2
ASCL4|121549,2,0,2,0,21,6
ASF1A|25842,1909,1524,1352,2853,2576,2711
ASF1B|55723,217,599,45,856,2369,664
ASFMR1|100126270,5,5,2,8,1,25
ASGR1|432,56,194,10,10,101,28
ASGR2|433,74,174,32,22,60,18
ASH1L|55870,16319,11253,14576,14229,21470,38342
ASH2L|9070,6228,5293,6193,167024,6191,6316
ASIP|434,26,16,6,4,5,0
ASL|435,1518,1967,815,5987,5650,6116
ASMTL|8623,3337,2733,1182,3699,4537,2362
ASMT|438,83,63,44,184,94,128
ASNA1|439,4760,4402,2012,7584,10861,6915
ASNSD1|54529,4838,4146,4076,4886,5293,3978
ASNS|440,843,868,1147,6102,2072,1093
ASPA|443,1495,879,1938,33,101,36
ASPDH|554235,9,0,3,20,5,1
ASPG|374569,43,50,46,25,22,3
ASPHD1|253982,42,25,4,128,302,83
ASPHD2|57168,188,258,74,1107,365,741
ASPH|444,148723,64624,74192,18793,39898,28748
ASPM|259266,107,991,20,718,1656,1467
ASPN|54829,3113,6462,4018,6902,17299,9997
ASPRV1|151516,519,520,380,224,308,524
ASPSCR1|79058,1302,1276,453,1343,3046,2018
ASRGL1|80150,573,695,349,1025,2831,867
ASS1|445,29896,30828,37968,14530,13363,1752
ASTE1|28990,839,802,713,1112,1692,1022
ASTL|431705,2,0,3,10,13,18
ASTN1|460,84,158,89,67,80,31
ASTN2|23245,396,498,240,1666,2023,2071
ASXL1|171023,7216,7352,6679,5511,9277,6389
ASXL2|55252,4565,3544,4186,5275,2756,6022
ASXL3|80816,122,147,89,7,16,21
ASZ1|136991,2,0,0,0,1,0
ATAD1|84896,5343,4033,4559,8633,5172,4749
ATAD2B|54454,1031,1266,1207,2898,1246,2325
